system:index,B2,B3,B4,B8,NDMI,NDVI,NDWI,aspect,elevation,label,slope,.geo
2_181_0,570.0,831.0,1148.5,2098.5,-0.129524,0.29257777,-0.4326677,113.17195,3610,0,36.519863,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.85319985465439,28.379262045554484]}"
2_182_0,488.5,678.0,946.0,2266.3333333333335,-0.09519184,0.41102004,-0.53945434,303.43512,3669,0,38.42291,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.46710851982166,28.316200312609293]}"
2_183_0,629.25,845.0,648.4,3195.5,0.31481767,0.6626343,-0.58173496,346.996,877,0,39.14829,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.29894389863449,27.908993994317914]}"
2_184_0,662.5,849.5,684.0,732.0,-0.088134535,0.033898305,0.07429656,40.393486,1744,0,4.8595133,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.30379480116873,28.18226150374707]}"
2_185_0,406.8333333333333,632.3333333333334,744.0,2072.5,-0.016023738,0.47168472,-0.5324419,110.72539,866,0,15.347209,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.87691537815515,28.008976485440417]}"
2_186_0,425.7692307692308,623.4285714285714,686.7142857142857,2350.6666666666665,0.060401298,0.54782474,-0.58076084,14.785272,1694,0,26.66871,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.4245283753544,27.86506637692447]}"
2_187_0,309.0,479.5,545.0,2019.0,0.0668428,0.574883,-0.6161697,80.60241,1725,0,30.745485,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.28519967478746,28.030536052259286]}"
2_188_0,639.25,915.5,921.0,3187.75,0.21524899,0.5516885,-0.55376834,10.670348,376,0,5.6445317,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.74594100973052,27.801735149394045]}"
2_189_0,657.3,915.2,1041.4285714285713,2316.0,-0.08829666,0.37962726,-0.43352315,275.04895,836,0,10.422338,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.57481194810575,27.93270951781867]}"
2_190_0,428.0,521.0,570.0,1415.0,0.06994329,0.4256927,-0.46177685,343.062,3467,0,34.75272,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.3215814437943,28.242358796254667]}"
2_191_0,334.41666666666663,494.16666666666663,475.33333333333337,1738.5,0.05443518,0.57057893,-0.55733055,189.51704,714,0,23.901455,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.21809552306374,27.91007197265886]}"
2_192_0,355.1333333333333,531.0,437.6666666666667,2004.4,0.21611455,0.64156044,-0.58113116,180.0,304,0,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.60984624418641,27.651357170832437]}"
2_193_0,146.0,265.0,206.0,1998.0,0.23257248,0.81306714,-0.7657976,132.64774,2456,0,58.388985,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.5015094209216,28.30326457251797]}"
2_194_0,257.0,441.5,436.5,2387.0,0.088091165,0.69080925,-0.6878204,294.7877,2032,0,23.011742,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.07041249035449,28.16097143151344]}"
2_195_0,199.0,312.5,381.5,1183.0,-0.06960283,0.51230425,-0.5820796,156.09932,3713,0,53.74079,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.1652745843575,28.456606991517173]}"
2_196_0,465.0,680.0,991.0,2077.0,-0.057194736,0.35397652,-0.5067102,200.76553,2716,0,11.736186,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.89335454785453,28.46603930200043]}"
2_197_0,222.44444444444446,347.0357142857143,351.48,2135.222222222222,0.21191292,0.71731234,-0.72038704,169.32231,2214,0,30.669128,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.43719462086048,27.87800211701579]}"
2_198_0,442.0625,698.8,927.25,2467.5,0.016024431,0.4537153,-0.5586015,160.08119,598,0,23.289223,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.76561411445273,27.98337449984301]}"
2_199_0,549.0,784.0,1241.0,2264.0,-0.18267149,0.29186875,-0.4855643,116.45458,4371,0,25.285248,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.07283794162161,28.314852839683113]}"
2_200_0,209.0,331.0,254.0,2489.0,0.27347147,0.81480134,-0.76524824,274.1993,2393,0,33.55227,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.58478324775947,28.227536594066695]}"
2_201_0,367.44444444444446,563.125,465.75,2518.0,0.14039855,0.687809,-0.63446796,167.82683,828,0,19.17577,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.61065472794212,27.994962767008154]}"
2_202_0,627.0,803.0,616.0,3386.0,0.2494465,0.69215393,-0.61661494,349.96228,932,0,27.747105,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.65377386157985,28.025415655139803]}"
2_203_0,350.969696969697,548.1333333333333,408.18518518518516,2849.5454545454545,0.240196,0.7494052,-0.6773484,266.11417,2319,0,43.69548,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.41159263526308,27.99065085364438]}"
2_204_0,379.6,547.2,735.75,1736.0,-0.13470405,0.4046728,-0.52067274,148.88036,1217,0,29.56489,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.21971249057515,27.940794355375747]}"
2_205_0,767.5,1047.5,1227.5,2294.5,-0.11100349,0.30295286,-0.37312987,66.11024,220,0,2.2890053,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.58774768819707,27.643541827860595]}"
2_206_0,3500.0,3267.0,3129.0,3217.0,0.32087868,0.013867003,0.0077112895,251.00726,4572,0,41.838665,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.94482801363458,28.40755897700425]}"
2_207_0,138.0,249.5,237.0,1752.0,0.14043938,0.7616893,-0.750687,166.40929,2800,0,38.051804,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.85670328426245,28.34638370615571]}"
2_208_0,482.3333333333333,716.125,767.375,2179.5,0.0053237495,0.47919407,-0.5053745,68.74012,435,0,26.154793,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.02028649750062,27.838655907571354]}"
2_209_0,672.75,936.5,994.25,2525.5,0.13111633,0.4350451,-0.45898324,66.161545,550,0,2.2936392,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.19168505371063,27.906838037636028]}"
2_210_0,727.1,1020.25,1099.25,2564.5,-0.06758169,0.39993176,-0.43078318,256.4299,1349,0,11.693621,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.39784841141605,27.74406330815357]}"
2_211_0,541.3125,787.4444444444445,1239.4,2014.375,-0.2048062,0.2381772,-0.43790492,99.77846,4259,0,40.623394,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.01354913286973,28.25340807424934]}"
2_212_0,174.0,271.5,266.0,1564.0,0.07565337,0.7092896,-0.7041678,105.942566,2615,0,35.26852,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.0825397466901,28.26257089014736]}"
2_213_0,296.83673469387753,418.59375,283.72222222222223,2651.875,0.29544505,0.8067022,-0.7273421,298.9397,2179,0,9.495814,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.47923577615728,27.786104463450364]}"
2_214_0,650.0,886.7857142857143,916.625,2250.1666666666665,0.06832839,0.4211018,-0.43461958,187.16814,551,0,8.3534775,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.15287783343666,27.93405699074485]}"
2_215_0,852.3333333333334,1121.5,1238.5,2483.0,-0.07121149,0.33440816,-0.3777223,122.29732,1378,0,8.6138,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.41105364609261,27.754573596977767]}"
2_216_0,279.0,413.6764705882353,664.6842105263158,1550.111111111111,-0.18396117,0.39977822,-0.5786953,161.41963,4647,0,36.92223,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.48435617327677,28.487598868819298]}"
2_217_0,425.3333333333333,680.8888888888889,693.0,2245.3333333333335,-0.0103940945,0.52830404,-0.5346294,221.51016,1620,0,26.436344,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.43261321291148,27.839194896741827]}"
2_218_0,111.0,166.0,158.0,1180.0,0.2847033,0.7638266,-0.7533432,192.3166,3298,0,23.30625,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.31484407916341,28.263918363073536]}"
2_219_0,10974.0,10994.0,11120.0,10062.0,0.86921793,-0.04994807,0.04426292,357.28943,6018,0,21.253132,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.12296393447548,28.34638370615571]}"
2_220_0,262.6,414.85416666666663,438.57142857142856,1947.5,0.037559938,0.6323904,-0.64877903,96.30709,556,0,8.38237,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.99037259853944,27.845662766787488]}"
2_221_0,302.4,495.0,331.0,2767.5,0.23177923,0.7863482,-0.69655174,92.97649,468,0,17.314684,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.73704768841773,27.879080095356734]}"
2_222_0,10972.0,11070.0,10980.0,9978.0,0.80336165,-0.047809906,0.051881414,277.82202,4920,0,30.740704,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.57696790478764,28.454451034835287]}"
2_223_0,331.75,512.6666666666667,519.3333333333334,1949.0,0.048695184,0.57920325,-0.58348,319.14755,779,0,19.992393,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.78555671376019,27.836769445474705]}"
2_224_0,536.0625,820.2857142857143,1026.5,2311.2,-0.100618735,0.3849058,-0.47610444,267.33762,1393,0,19.21323,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.99603198482939,27.931092550307255]}"
2_225_0,8416.5,8249.0,7870.0,6910.0,0.9209118,-0.06495264,0.088330366,259.3237,6782,0,14.688765,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.12862332076543,28.384382442673964]}"
2_226_0,1010.5,1075.0,1214.9,1639.0833333333335,-0.12694749,0.14862852,-0.20783567,48.493816,1319,0,4.1911945,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.30352530658351,27.758616015756306]}"
2_227_0,3563.5,3245.0,3191.0,2897.0,0.72440475,-0.04829172,0.05665907,352.92984,5108,0,41.89684,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.14425400670912,28.409714933686136]}"
2_228_0,417.64285714285717,616.8,988.8333333333334,1860.0,-0.23681872,0.3057977,-0.501938,49.506397,4313,0,36.791367,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.46899498191831,28.072846702141316]}"
2_229_0,717.0,1020.5,954.25,2151.5,0.03161617,0.38549465,-0.35655737,90.0,205,0,2.0927513,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.56376267011107,27.6262941744055]}"
2_230_0,386.25,579.0,723.3333333333334,1823.0,-0.04845585,0.4318628,-0.5179018,216.35208,1353,0,21.899435,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.90332584750826,27.971247243507396]}"
2_231_0,147.5,226.5,169.0,1961.0,0.4683639,0.84131455,-0.7929143,86.63445,3093,0,15.415793,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.16284913309039,28.10168262276155]}"
2_232_0,114.0,152.0,115.0,574.0,-0.0043365136,0.6661829,-0.58126724,242.32343,3381,0,44.299397,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.84888794129061,28.31000193714887]}"
2_233_0,398.0,663.0,712.0,2456.0,0.029337805,0.55050504,-0.57486373,157.38895,1295,0,40.67068,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.61361916837971,28.11354038451193]}"
2_234_0,593.6923076923077,893.0416666666667,1133.0,2757.6,-0.056327425,0.41757056,-0.5107481,48.53093,1772,0,21.361353,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.38356519839856,27.900370167590367]}"
2_235_0,248.57142857142858,400.66666666666663,275.8,2161.833333333333,0.20755947,0.77371496,-0.6872845,22.618422,939,0,18.427803,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.09278054092907,27.83784742381565]}"
2_236_0,216.0,470.0,325.0,3056.0,0.28863588,0.8077492,-0.733409,275.99136,1750,0,37.791313,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.91626158759958,28.16474435570674]}"
2_237_0,515.0,713.0,981.0,1630.0,-0.22417895,0.24856377,-0.39137858,223.27414,4033,0,37.888996,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.73650869924727,28.351234608689953]}"
2_238_0,212.5,206.5,173.0,680.0,0.18777293,0.5943728,-0.53412294,217.15215,2835,0,6.947806,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.32400689506143,28.37872305638401]}"
2_239_0,966.375,1351.0,1407.3333333333335,3289.0,0.0030114742,0.4006672,-0.41767243,297.0204,950,0,28.123457,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.30783721994727,27.87692413867485]}"
2_240_0,316.9189189189189,574.25,536.2,2067.285714285714,0.17349876,0.5880907,-0.56521505,224.7375,604,0,10.332143,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.76669209279368,27.986877929451076]}"
2_241_0,494.0,674.0,950.0,2406.0,-0.053687315,0.4338498,-0.56233764,37.902115,3842,0,37.939213,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.82005202067037,28.49730067388779]}"
2_242_0,470.0,688.0,752.0,2534.0,0.01664995,0.54230064,-0.57293606,107.16918,552,0,20.999998,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.54624552207075,28.024068182213625]}"
2_243_0,931.875,1133.7142857142858,1490.8333333333333,2127.0,-0.20433928,0.1758419,-0.3046221,246.20923,4462,0,53.76087,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.46549155231025,28.149383164348297]}"
2_244_0,172.9655172413793,334.15384615384613,204.17391304347825,2656.7,0.39794433,0.85726464,-0.7765495,151.31288,2072,0,31.33897,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.22456339310939,27.616861863922246]}"
2_245_0,98.875,213.84,214.2058823529412,1424.3636363636363,0.113858655,0.73854524,-0.73893356,144.34688,3224,0,37.126923,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.96665707503868,28.3027255833475]}"
2_246_0,200.5,210.5,175.0,1018.0,0.053012673,0.70662194,-0.65730566,45.8301,2467,0,44.97062,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.065292093235,28.228345077822404]}"
2_247_0,239.16666666666666,330.75,337.1875,1199.0,-0.09549255,0.5610074,-0.5675764,71.85149,3337,0,34.04351,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.49836989170903,28.053982081174805]}"
2_248_0,163.0,334.0,262.0,2135.0,0.24127907,0.7813934,-0.7294451,151.1229,772,0,34.372025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.82086050442608,28.103030095687732]}"
2_249_0,225.24,412.4516129032258,283.0689655172414,3161.823529411765,0.3567318,0.8356587,-0.76921105,283.41208,2078,0,26.036573,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.19491898873345,27.662675943412342]}"
2_250_0,389.1666666666667,568.75,498.3333333333333,2168.0,0.16925843,0.6262033,-0.584361,22.338457,974,0,21.057964,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.12781483700972,27.755382080733476]}"
2_251_0,283.62068965517244,350.9117647058824,280.0740740740741,2144.714285714286,0.27340776,0.76899093,-0.71877855,50.444374,3073,0,36.396267,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.47276790611163,28.001969626224284]}"
2_252_0,430.0,659.7142857142857,554.3333333333334,2729.0,0.13926692,0.66233504,-0.61064035,57.525818,478,0,28.48816,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.57804588312858,27.878541106186262]}"
2_253_0,238.0,342.0,319.0,1783.0,0.10231839,0.69647956,-0.67811763,21.939121,3126,0,47.255405,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.94806194865741,28.24289778542514]}"
2_254_0,294.3333333333333,437.6666666666667,410.0,1966.6666666666665,0.054795746,0.654979,-0.6359351,149.86407,1399,0,34.70475,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.1712034652327,27.800387676467864]}"
2_255_0,231.0,453.0,393.0,2761.0,0.2208711,0.7507926,-0.7181083,249.06863,1447,0,46.18329,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.74674949348622,28.18953785754844]}"
2_256_0,309.8484848484849,573.0909090909091,412.75,2401.0,0.3000045,0.70661926,-0.614611,211.7039,651,0,11.821244,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.76507512528227,27.98984236988867]}"
2_257_0,465.0,711.0,881.0,2220.0,-0.07998342,0.4317962,-0.5148414,250.03543,1338,0,18.359615,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.87125599186518,28.087668904329288]}"
2_258_0,223.0,381.25,444.0,1860.0,0.021416804,0.6145833,-0.6597881,138.29196,2438,0,31.263634,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.39084155219992,28.162049409854383]}"
2_259_0,2253.0,2200.0,2093.0,1914.5,0.8289945,-0.044541486,0.06938875,23.634157,5299,0,12.936875,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.13024028827685,28.487598868819298]}"
2_260_0,728.6,998.5,1079.5833333333335,2551.3333333333335,-0.029972753,0.4053384,-0.43743837,-0.0,262,0,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.53223180363848,27.70310013119772]}"
2_261_0,955.5,1284.0,1576.5,2366.208333333333,-0.11867179,0.20029591,-0.2964785,228.45468,1440,0,2.7947474,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.35580725611926,27.6082380371947]}"
2_262_0,302.35416666666663,453.5,375.6666666666667,1850.0,0.2220632,0.66242325,-0.60625136,112.823555,652,0,22.65195,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.15934570348232,27.89875320007895]}"
2_263_0,427.6666666666667,675.3333333333334,730.75,2492.0,0.020266121,0.54650533,-0.57356346,265.95068,1100,0,24.630419,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.16473559518704,27.760771972438192]}"
2_264_0,2715.0,2775.5,2895.5,2835.5,0.27366647,-0.010469377,-0.010693281,227.62408,4906,0,33.920715,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.6262854138858,28.385190926429672]}"
2_265_0,174.0,297.6666666666667,249.0,1995.0,0.26626468,0.77807486,-0.7403315,94.093704,1037,0,34.22646,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.00977620867641,28.029997063088814]}"
2_266_0,279.0,510.0,486.0,2401.0,0.14442326,0.66331834,-0.649605,160.9471,1852,0,21.49935,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.60472584706693,28.20705500558877]}"
2_267_0,478.75,815.25,825.1666666666667,2615.6666666666665,0.031685513,0.5203681,-0.5247626,55.916504,1296,0,20.582111,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.7187220566217,27.76993478833621]}"
2_268_0,150.0,311.0,221.0,2025.0,0.1869871,0.8032057,-0.7337329,122.503555,2009,0,21.386604,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.92811934934996,28.089016377255465]}"
2_269_0,400.3333333333333,590.4444444444445,619.0,2473.6666666666665,0.08252799,0.5996982,-0.6146064,243.22502,1163,0,23.326023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.19437999956298,27.990111864473906]}"
2_270_0,421.0,602.5,733.0,2279.5,-0.06414862,0.513361,-0.5818876,230.51353,1667,0,19.615704,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.12107747237883,28.018947785094145]}"
2_271_0,722.0,971.0,1036.3333333333333,2364.625,0.0028893307,0.39056394,-0.41780025,42.155235,379,0,6.230914,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.5015094209216,27.91249742392598]}"
2_272_0,4888.0,4907.0,4920.0,4762.5,0.5360426,-0.01626646,0.014943896,184.23853,5083,0,36.747948,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.20785472882477,28.358510962491323]}"
2_273_0,339.6666666666667,526.6825396825396,390.46153846153845,2639.666666666667,0.25598732,0.74228054,-0.667325,20.645891,933,0,29.72025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.06017169611552,27.789338398473195]}"
2_274_0,163.0,218.0,223.0,1359.0,0.21122995,0.7180784,-0.7235257,108.28308,3676,0,17.202753,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.3102626712144,28.231579012845234]}"
2_275_0,580.0,790.0,801.0,2268.0,-0.06048053,0.47800586,-0.48332244,251.90302,963,0,27.525503,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.81115869935759,28.074194175067493]}"
2_276_0,64.0,74.0,66.0,513.0,-0.05,0.7720207,-0.7478705,85.431564,2948,0,31.371113,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.85373884382486,28.485173417552176]}"
2_277_0,1083.0,1338.3333333333333,1678.2666666666667,1946.5,-0.18371484,0.074000165,-0.18514384,349.3395,1300,0,5.64435,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.32777981925473,27.69851872324871]}"
2_278_0,170.0,303.0,296.0,1878.0,0.11321873,0.7276909,-0.7221458,69.30793,2192,0,34.49659,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.80657729140859,28.197622695105515]}"
2_279_0,409.5,507.5,368.5,3018.5,0.2729573,0.7824033,-0.7121384,353.84265,1954,0,34.365543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.2140531042852,28.0178698067532]}"
2_280_0,221.69767441860466,414.8125,412.0,2330.0,0.11735984,0.6994894,-0.697748,86.6355,2633,0,28.883581,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.9817487718119,28.135099951330798]}"
2_281_0,911.5,1232.75,1487.0,2198.8333333333335,-0.08607253,0.19312684,-0.28152698,217.40616,1062,0,37.01667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.37251592040388,27.926511142358244]}"
2_282_0,820.4,953.0,1087.0,1325.0,-0.12113424,0.0986733,-0.16330114,264.9392,1292,0,10.398546,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.3380206134937,27.67695915642984]}"
2_283_0,500.0,669.0,864.0,2104.0,-0.046885617,0.41778976,-0.5174901,173.93486,963,0,27.516115,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.75699028772519,28.076350131749383]}"
2_284_0,429.8888888888889,685.25,698.7,2523.666666666667,0.04869796,0.5663436,-0.5729088,91.53484,616,0,31.147228,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.6548518399208,27.84485428303178]}"
2_285_0,175.28,302.54545454545456,299.75,1817.0,0.24213837,0.7167828,-0.71451855,80.32989,3591,0,30.037367,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.44824389885515,28.311618904660282]}"
2_286_0,283.54545454545456,481.25,488.64285714285717,2577.8,0.14557008,0.6812966,-0.68535984,128.80943,1640,0,27.319834,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.64110761607377,27.782870528427534]}"
2_287_0,301.95,495.97222222222223,399.0,2823.6666666666665,0.2612036,0.752379,-0.70118904,76.322556,779,0,36.981968,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.01166267077308,27.756729553659657]}"
2_288_0,183.0,285.0,278.0,1999.0,0.21151516,0.7558191,-0.75043786,221.96925,2311,0,32.26815,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.74890545016811,28.141837315961695]}"
2_289_0,3559.0,3323.0,2997.5,2413.0,0.91964996,-0.108030684,0.15864713,331.9138,5673,0,50.45134,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.15530328470378,28.336681901087218]}"
2_290_0,201.66666666666666,435.0,280.0,3364.0,0.29617262,0.8463227,-0.77099234,6.0225263,2252,0,34.98961,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.3892245846885,28.14911366976306]}"
2_291_0,149.0,284.0,240.0,1987.0,0.21529052,0.7844634,-0.7498899,180.0,1241,0,33.572174,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.71171519740557,28.139142370109337]}"
2_292_0,318.77272727272725,551.0,473.3333333333333,2254.5,0.15625267,0.65296024,-0.60720015,235.00276,556,0,28.20309,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.95560779704401,27.824372694553855]}"
2_293_0,319.0,365.0,409.5,1055.5,-0.10531893,0.44095564,-0.48609644,75.898125,3884,0,38.564453,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.3471834293917,28.44663569186345]}"
2_294_0,261.0,400.0,439.0,2128.0,0.19651392,0.6579665,-0.6835443,211.67775,3618,0,33.654095,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.53735220075797,28.390850312719625]}"
2_295_0,4644.0,4947.5,5304.0,4986.5,0.66842324,-0.0308537,-0.003925911,165.65387,5301,0,33.75688,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.69527602770617,28.38788587228203]}"
2_296_0,470.0,728.0,871.0,2221.0,0.040524714,0.4366106,-0.5062733,259.48746,1242,0,19.539576,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.63733469188047,28.183878471258488]}"
2_297_0,716.0,1037.0,1414.0,2981.0,-0.014708312,0.3565415,-0.4838228,59.524303,650,0,17.701866,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.55648631630972,28.02891908474787]}"
2_298_0,458.3636363636364,684.2857142857143,784.875,2771.6666666666665,0.047625046,0.5586302,-0.60399586,88.31323,948,0,28.808296,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.63490924061334,27.939446882449566]}"
2_299_0,208.5,276.0,384.5,726.0,0.066079296,0.30751914,-0.4491018,296.26675,4155,0,40.073936,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.74324606387816,28.389772334378684]}"
2_300_0,378.0,566.0,574.0,2127.0,0.07099698,0.5749722,-0.57965094,159.96565,1537,0,25.75508,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.67883685800679,28.179566557894713]}"
2_301_0,283.69565217391306,416.0,482.57142857142856,1762.6666666666667,0.010944894,0.57013786,-0.61811507,167.66608,1545,0,27.18852,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.72195599164452,27.726815654698473]}"
2_302_0,537.2857142857143,806.5,784.6666666666666,2772.75,0.13818051,0.5588559,-0.5493469,5.1643567,1184,0,22.11406,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.09924841097472,27.72978009513607]}"
2_303_0,153.0,276.0,193.0,2246.0,0.34049538,0.8417384,-0.7811261,171.75502,3100,0,37.552048,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.68665220097863,28.237238399135187]}"
2_304_0,288.25,468.8666666666667,416.0,2661.0,0.22429262,0.72960675,-0.70039195,175.03615,716,0,22.90243,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.68907765224576,27.665909878435173]}"
2_305_0,345.0,478.0,390.0,2089.0,0.23063329,0.685357,-0.6275808,18.281939,681,0,22.252367,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.73974263427009,28.011671431292775]}"
2_306_0,341.57142857142856,600.3157894736842,519.0,2948.6,0.15985394,0.7006575,-0.6616906,31.210974,1175,0,27.92187,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.38275671464284,27.848357712639846]}"
2_307_0,344.2,525.4,610.6875,1771.125,-0.06706173,0.48720774,-0.5424391,30.714603,1764,0,19.684792,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.11326212940699,27.63734345240017]}"
2_308_0,344.25,522.0,489.0,1778.75,0.15475127,0.56873554,-0.5462349,69.50797,737,0,26.96001,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.15126086592524,27.950496160444235]}"
2_309_0,414.0,362.0,325.2,735.6666666666667,-0.2949445,0.38691637,-0.34041908,346.6687,3866,0,50.14263,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.45255581221893,28.457954464443354]}"
