system:index,B2,B3,B4,B8,NDMI,NDVI,NDWI,aspect,elevation,label,slope,.geo
2_436_0,325.3333333333333,519.5714285714286,374.41666666666663,2362.0,0.30167624,0.7263453,-0.63938326,141.42471,373,0,19.392214,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.50097043175113,27.745141286494512]}"
2_437_0,301.0,387.5,449.0,1625.5,0.048033528,0.5671246,-0.6150025,19.439676,3737,0,26.465277,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.05909371777459,28.43855085430637]}"
2_438_0,8908.0,9034.0,8922.0,8496.5,0.8517954,-0.024428051,0.030660849,206.81442,6790,0,33.14343,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.60283938497028,28.442054283914437]}"
2_439_0,3841.0,3591.0,3347.0,3073.0,0.7425574,-0.042679127,0.077731095,313.3342,5310,0,54.756714,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.17686285152266,28.28736439198906]}"
2_440_0,478.2,812.4,1030.4,2403.3333333333335,0.011539406,0.3998369,-0.49473423,110.01125,596,0,18.32128,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.89577999912166,27.813862405729658]}"
2_441_0,271.1875,462.16666666666663,293.75,2993.5,0.29436055,0.82127917,-0.73251665,292.736,1365,0,20.654484,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.59556303116891,27.79095536598461]}"
2_442_0,468.5,731.0,692.5,3364.0,0.21806826,0.6585727,-0.64297926,270.0,1445,0,28.831451,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.20192584794958,28.0892858718407]}"
2_443_0,336.0,499.0,479.0,1890.0,0.122994654,0.59560996,-0.58225197,252.5127,601,0,28.311552,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.83837765246642,28.09656222564207]}"
2_444_0,499.22222222222223,686.8571428571429,815.5,2222.0,-0.02394026,0.46304527,-0.52774775,177.97432,984,0,27.399178,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.6796453417625,27.928936593625366]}"
2_445_0,3094.5,3061.0,2982.5,2755.5,0.35322285,-0.03956082,0.052522995,161.66771,4805,0,22.258207,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.25070436787728,28.326980096018726]}"
2_446_0,166.0,236.0,208.0,2071.0,0.33268982,0.8174638,-0.79540527,235.19595,3127,0,23.045782,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.73866465592914,28.298683164568963]}"
2_447_0,428.7857142857143,658.4166666666666,847.125,2159.8888888888887,-0.01718001,0.43656728,-0.5327571,138.71712,1034,0,21.193851,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.96881303172057,27.64246384951965]}"
2_448_0,666.3333333333334,980.0,1291.0,2385.5,-0.10697239,0.29770163,-0.41761997,145.85254,1528,0,16.351688,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.19734444000058,27.79553677393362]}"
2_449_0,343.8,608.6842105263158,860.0,1488.2222222222222,-0.22472723,0.267531,-0.4194455,172.242,3981,0,39.24419,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.98471321224949,28.257989482198347]}"
2_450_0,112.66666666666667,139.0,87.75,1197.25,0.4062546,0.8634241,-0.7919551,319.59924,3447,0,34.22437,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.3892245846885,28.20974995144113]}"
2_451_0,558.8333333333333,784.6428571428571,1016.75,2350.5,-0.07636993,0.39609474,-0.49945322,34.661713,1690,0,19.506731,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.41294010818926,27.89363280295947]}"
2_452_0,317.0,517.0,463.0,2711.0,0.13859724,0.7082546,-0.67967784,103.77847,894,0,34.20304,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.71602711076933,28.016791828412256]}"
2_453_0,222.2,412.9375,276.46666666666664,3641.75,0.3637598,0.85888135,-0.79631597,263.3738,2310,0,48.297733,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.2186345122342,27.652704643758614]}"
2_454_0,974.5,1231.0,1650.5,2603.0,-0.18624462,0.22393323,-0.35785082,76.45718,4179,0,54.121815,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.14371501753864,28.457145980687645]}"
2_455_0,421.6,725.0,753.5,2615.6666666666665,0.03792864,0.5527084,-0.5659549,98.757706,1085,0,23.038929,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.95991971040779,27.64974020332102]}"
2_456_0,574.4,816.0,713.0,1281.25,0.003033565,0.2849442,-0.22183812,192.7532,301,0,4.7438846,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.54786248958216,27.914922875193103]}"
2_457_0,296.2857142857143,485.93333333333334,398.30158730158735,2764.25,0.1883852,0.74811375,-0.70098096,7.4385114,1438,0,22.998993,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.39784841141605,27.900639662175603]}"
2_458_0,311.0,506.83333333333337,523.6666666666666,1689.5,-0.04990862,0.5267716,-0.5384732,250.22641,886,0,31.883549,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.70767277862703,27.75753803741536]}"
2_459_0,237.5,491.6,324.0,2019.2,0.19119816,0.72345513,-0.60841167,90.0,1084,0,24.617725,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.87395093771755,27.9682828030698]}"
2_460_0,160.8235294117647,151.9090909090909,151.15384615384616,914.0,0.06255904,0.716184,-0.714968,308.5868,3590,0,51.24638,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.96396212918633,28.233465474941884]}"
2_461_0,561.8181818181819,850.0,974.0,2772.25,0.039512537,0.48001334,-0.53067845,313.4748,1835,0,19.438597,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.4959444404419,27.75834652117107]}"
2_462_0,399.11764705882354,688.7142857142857,620.3333333333334,3040.5,0.0730703,0.6610972,-0.6306384,212.81572,1645,0,22.022987,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.48166122742441,27.606621069683282]}"
2_463_0,307.5,445.0,440.5,1633.5,-1.5302219E-4,0.57521695,-0.5718066,223.48424,1800,0,47.54994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.07607187664443,28.088477388084996]}"
2_464_0,545.4,813.5,1033.1666666666667,2097.0,-0.13494687,0.33986476,-0.44098952,180.0,1296,0,17.93964,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.20974119092142,27.961006449268435]}"
2_465_0,2398.5,2671.0,2807.0,2796.5,0.13540398,-0.0018738288,-0.022953818,116.87869,5451,0,56.377346,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.47761880864587,28.239933344987545]}"
2_466_0,267.89473684210526,452.1666666666667,334.125,2161.375,0.22938989,0.73221797,-0.6539817,99.74122,809,0,33.810734,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.84888794129061,28.006551034173295]}"
2_467_0,220.0,252.0,210.0,1056.0,0.120424405,0.66824645,-0.6146789,38.25591,2584,0,36.58021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.70982873530892,28.271733706045378]}"
2_468_0,216.61904761904762,343.5,218.28947368421052,2289.5,0.30194134,0.82591087,-0.7390809,129.51457,2281,0,34.48596,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.23157025232553,27.642733344104887]}"
2_469_0,232.5,312.5,260.25,1706.0,0.15231341,0.7352829,-0.6903641,337.21448,2364,0,25.364012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.01301014369925,28.151808615615423]}"
2_470_0,594.0,680.5,584.0,2533.0,0.07353253,0.62528074,-0.57647425,308.2447,2333,0,53.13726,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.08065328459345,28.247209698788915]}"
2_471_0,859.4,1109.4,1267.0,2108.5,-0.06486306,0.2492964,-0.310482,277.20935,1394,0,14.465893,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.26040617294576,27.690972874862105]}"
2_472_0,415.125,534.375,538.6666666666666,610.3333333333334,0.12469287,0.06237308,-0.066356055,164.17957,4401,0,3.850221,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.41590454862686,28.081470528868863]}"
2_473_0,211.9,411.6666666666667,315.8333333333333,2107.125,0.27661026,0.7392994,-0.67312366,133.0889,1209,0,23.099947,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.96908252630581,27.93836890410862]}"
2_474_0,205.1904761904762,365.2142857142857,276.3333333333333,2395.214285714286,0.28547263,0.79312867,-0.73539305,181.8473,2145,0,29.547451,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.23776862778595,27.64246384951965]}"
2_475_0,216.0,228.0,187.0,1479.5,0.18431059,0.77557755,-0.7329429,356.10034,2752,0,39.051273,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.4627966064579,28.334525944405332]}"
2_476_0,193.0,355.0,322.0,1910.0,0.19412316,0.71146953,-0.6865342,125.18898,1422,0,29.327583,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.70363035984849,28.186034427940374]}"
2_477_0,549.1428571428571,812.1428571428571,851.5,2766.666666666667,0.05156468,0.52931964,-0.546138,131.54488,1416,0,6.9580655,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.30918469287346,27.61012449929135]}"
2_478_0,374.0,534.0,358.0,2822.0,0.2660386,0.77484274,-0.681764,12.248525,1421,0,37.90246,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.73111880754254,28.108689481977684]}"
2_479_0,343.6,555.5714285714286,380.0,2291.0,0.3707892,0.7154624,-0.60965574,244.8141,1514,0,32.889297,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.260675667531,27.723581719675646]}"
2_480_0,406.8181818181818,559.4,683.625,2145.125,0.0769263,0.5166593,-0.5863229,190.9671,1848,0,29.989761,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.35850220197162,27.79338081725173]}"
2_481_0,375.0,462.0,533.5,1818.5,0.083407804,0.54634356,-0.5948257,90.0,3873,0,22.004871,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.19411050497774,28.20786348934448]}"
2_482_0,283.62068965517244,474.45454545454544,478.06666666666666,2146.6111111111113,0.07685619,0.635714,-0.6379682,106.61247,1701,0,54.76064,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.34799191314742,27.979332081064474]}"
2_483_0,327.0,399.5,494.0,1364.5,-0.04009849,0.4683885,-0.54705215,64.66126,3557,0,14.830044,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.53573523324654,28.42938803840835]}"
2_484_0,326.0576923076923,597.3684210526316,603.7272727272727,2716.1428571428573,0.16938311,0.63629466,-0.6394348,13.041505,1353,0,32.94477,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.02944931339864,27.67695915642984]}"
2_485_0,3633.0,3477.0,3388.0,3442.0,0.37542456,0.007906295,0.0050585344,348.10095,4013,0,24.06877,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.77531591952122,28.497570168473025]}"
2_486_0,567.4,842.2,636.0833333333333,2959.6666666666665,0.13999583,0.6462027,-0.5569545,351.78467,1141,0,37.549976,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.58774768819707,27.84431529386131]}"
2_487_0,444.0,560.0,666.0,1811.0,-0.03721425,0.46225274,-0.5276255,69.84616,3438,0,25.165758,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.26148415128671,28.256911503857406]}"
2_488_0,699.0,1004.0,1334.0,1921.0,-0.15653129,0.18033794,-0.31350428,79.60762,2785,0,24.165407,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.40377729229124,28.3207817205583]}"
2_489_0,1678.0,1900.0,2115.5,2519.0,0.0086086085,0.08706441,-0.14007694,151.93881,3756,0,31.95192,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.38033126337572,28.021373236361267]}"
2_490_0,121.5,223.0,150.5,2166.5,0.3963906,0.87009066,-0.8133501,225.30432,3456,0,22.503227,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.33182223803327,28.418338760413683]}"
2_491_0,1579.0,2032.0,2352.0,2463.0,-0.074755825,0.023052959,-0.095884316,165.8105,4042,0,8.546162,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.63841267022141,28.491102298427364]}"
2_492_0,286.1875,552.5,459.3333333333333,2499.5,0.11175358,0.68951726,-0.6379423,264.76654,1155,0,28.031229,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.81008072101665,27.695554282811116]}"
2_493_0,812.3333333333334,1092.3333333333333,1285.25,2119.75,-0.08265714,0.24508077,-0.3198599,54.69011,1441,0,6.3919883,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.20812422341001,27.70256114202725]}"
2_494_0,1035.0,1176.0,1323.25,1693.75,-0.082444556,0.12280411,-0.1804164,311.52698,1317,0,1.3987105,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.3471834293917,27.67884561852649]}"
2_495_0,491.9,744.2,1051.75,2175.208333333333,-0.07902513,0.34814778,-0.49017066,193.02211,3584,0,39.150337,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.3598496748978,28.06422287541377]}"
2_496_0,1412.5,1252.0,1292.0,1927.0,0.42319053,0.19726624,-0.21233092,348.33167,4058,0,47.49029,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.02271194876774,28.30730699129651]}"
2_497_0,791.0,985.2,1065.4444444444443,1234.4,-0.18505314,0.07346391,-0.11227248,209.53961,4772,0,22.261192,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.43207422374101,28.076080637164146]}"
2_498_0,267.0,423.4,385.2,1925.5,0.12487221,0.66659456,-0.63949084,129.19395,975,0,17.086815,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.14398451212388,27.950226665859]}"
2_499_0,548.5,790.5,878.25,2238.75,-0.080453865,0.4364774,-0.47808865,48.462624,233,0,1.3984239,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.60553433082264,27.638960419911587]}"
2_500_0,348.5,543.5,589.0,2808.0,0.114285715,0.65322345,-0.6756676,249.83994,2699,0,25.159231,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.13805563124869,28.221068724021038]}"
2_501_0,491.8,682.8,555.75,2607.4,0.14676519,0.64860976,-0.58494925,58.945194,656,0,25.206575,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.59744949326556,27.972594716433576]}"
2_502_0,444.5,610.5,860.5,1666.5,-0.12714417,0.31895527,-0.46376812,122.01313,3695,0,44.338306,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.1674305410394,28.45741547527288]}"
2_503_0,438.75,655.2222222222222,523.875,2999.75,0.17978467,0.70264995,-0.64146256,44.955273,729,0,21.249912,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.71441014325792,27.90414309178367]}"
2_504_0,479.0,650.0,714.0,2254.0,0.07976048,0.5188679,-0.5523416,133.06047,865,0,23.110924,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.58909516112325,28.045627749032494]}"
2_505_0,433.0,738.8333333333334,715.2,2741.6666666666665,0.0677658,0.5862149,-0.57544416,170.1492,1539,0,12.0566435,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.49378848376001,27.6262941744055]}"
2_506_0,354.45454545454544,608.3333333333334,734.0,2084.6,-0.05129022,0.47917405,-0.54820025,151.18958,1017,0,35.773064,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.83271826617646,27.65054868707673]}"
2_507_0,180.5,363.5,275.5,2601.5,0.2960518,0.80848104,-0.75480604,46.104263,1626,0,15.651115,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.30514227409492,28.11596583577905]}"
2_508_0,701.75,841.5,756.0,1886.75,0.22705472,0.4278687,-0.38312104,310.49768,808,0,54.382618,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52252999857,27.808742008610174]}"
2_509_0,1042.8,1299.6666666666667,1438.625,2442.4,-0.0069324444,0.25863656,-0.30537492,29.441402,1391,0,4.252296,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.40027386268318,27.64246384951965]}"
2_510_0,826.0,938.0,1020.0,2105.0,-0.044267878,0.3472,-0.3835031,171.93315,1291,0,7.4517794,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.70336086526325,28.121086232898534]}"
2_511_0,753.5714285714286,979.0,1091.8,1807.5714285714287,-0.10083854,0.24687125,-0.29734442,29.475653,396,0,2.1297982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.8329877607617,27.79472829017791]}"
2_512_0,323.0,518.8,456.6,2021.8333333333333,0.16583978,0.63154143,-0.5915979,77.53733,776,0,20.558973,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.0615191690417,27.865874860680176]}"
2_513_0,208.0,369.0,217.0,2423.0,0.3298573,0.83560604,-0.73567337,37.10036,2001,0,13.688077,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.57184750766815,28.178488579553772]}"
2_514_0,158.0,246.0,205.0,1897.0,0.21915168,0.8049477,-0.7704153,349.2859,2500,0,16.517702,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.55945075674731,28.25259959049363]}"
2_515_0,550.0,796.5,1272.0,1979.0,-0.18121639,0.21747154,-0.42604935,214.48698,4300,0,40.18072,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.22860581188793,28.333447966064387]}"
2_516_0,221.47058823529412,349.1333333333333,221.0625,2333.8333333333335,0.2925434,0.8269499,-0.73974085,293.81912,2643,0,31.016542,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.33370870012992,28.00547305583235]}"
2_517_0,536.6666666666666,797.0,783.8888888888889,2959.6666666666665,0.11020893,0.5812062,-0.57568765,352.6367,531,0,29.738598,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.84969642504632,27.82410319996862]}"
2_518_0,847.2857142857142,1012.6666666666666,1139.3333333333333,1514.0,-0.13355748,0.14120603,-0.19841689,228.5337,619,0,4.1944833,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.89389353702501,27.910880456414564]}"
2_519_0,466.5,349.5,232.0,984.0,0.27008712,0.6184211,-0.47581553,290.80322,3324,0,40.892506,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.31161014414057,28.377375583457834]}"
2_520_0,366.75,542.0,670.625,1870.875,0.06646874,0.47226048,-0.5507434,49.92258,1047,0,26.696209,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.08388721961629,27.935673958256263]}"
2_521_0,301.44444444444446,460.6551724137931,558.625,2062.5,0.04536239,0.57375175,-0.63485783,129.20123,1448,0,31.57824,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.61308017920923,27.922199228994472]}"
2_522_0,191.0,341.0,284.0,2087.0,0.15783633,0.7604386,-0.71911037,10.154559,2203,0,17.352047,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.84349804958589,28.16959525824099]}"
2_523_0,292.0,441.5,587.5,1581.0,-0.014339152,0.4581508,-0.5634116,96.69482,3452,0,29.048553,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.38787711176232,28.314044355927408]}"
2_524_0,673.0,1069.0,1266.0,3301.0,-0.040406976,0.4455879,-0.5107551,55.370163,1037,0,27.146341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.84646249002348,28.059102478294285]}"
2_525_0,527.8947368421053,783.24,1044.1,2418.4444444444443,-0.07981737,0.3969175,-0.51073253,223.33075,1828,0,14.95191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.36550906118775,27.949418182103294]}"
2_526_0,2423.0,2870.0,3283.0,3834.0,0.0055074743,0.077420264,-0.14379475,271.73822,4416,0,28.087282,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.63814317563617,28.349348146593304]}"
2_527_0,224.0,424.0,387.0,2337.0,0.18961568,0.71585906,-0.6928649,204.40822,1435,0,35.415203,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.6977014789733,28.18118352540613]}"
2_528_0,771.0,1018.0,1141.0,2406.6,-0.073912665,0.35674822,-0.405478,109.50569,1351,0,5.5381794,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.26229263504241,27.677498145600314]}"
2_529_0,108.0,162.5,124.5,1484.5,0.5067242,0.8452455,-0.80267155,44.762127,3263,0,20.040764,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.30056086614591,28.079314572186977]}"
2_530_0,445.5,616.5,909.0,1951.5,-0.07980667,0.3644468,-0.5198598,233.97554,3555,0,27.60768,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.28951158815124,28.322668182654954]}"
2_531_0,546.0,746.5,1070.0,1787.0,-0.163781,0.25096256,-0.41069666,199.62198,3696,0,49.026573,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.17632386235218,28.459571431954767]}"
2_532_0,252.0,373.5,289.0,1981.0,0.23100823,0.74537444,-0.6827352,304.17358,2070,0,29.958403,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.11083667813986,28.04185482483919]}"
2_533_0,398.5,670.0,636.0,3586.5,0.13676703,0.69875664,-0.68518734,245.47942,2283,0,30.330694,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.20111736419388,28.12647612460325]}"
2_534_0,263.0,331.57142857142856,493.3333333333333,843.0,-0.13193461,0.26166126,-0.43541718,45.352448,4155,0,32.821316,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.42183342950204,28.122703200409948]}"
2_535_0,151.71875,273.95454545454544,157.68,1879.888888888889,0.30210543,0.8452273,-0.74561334,197.49156,2205,0,36.12272,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.13104877203256,27.68046258603791]}"
2_536_0,504.1666666666667,656.5,660.0,2263.0,0.10357944,0.54840916,-0.55026543,316.49722,1653,0,34.677094,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.44231501797996,27.904412586368906]}"
2_537_0,574.25,817.3,542.25,3401.0,0.25761124,0.7249731,-0.6124979,339.33032,1258,0,25.039118,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.0930500355143,27.92570265860254]}"
2_538_0,969.0,873.0,991.0,2345.0,0.4351285,0.4058753,-0.45742697,306.48627,3850,0,45.207253,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.775046424936,28.416452298317033]}"
2_539_0,114.0,216.0,170.0,1568.0,0.3754386,0.80437285,-0.75784755,122.76283,3338,0,48.660427,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.29759642570832,28.28143551111387]}"
2_540_0,107.0,147.0,131.0,1052.0,0.15350877,0.77852917,-0.7547957,314.72485,3253,0,22.492811,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.59044263404942,28.310271431734105]}"
2_541_0,583.6923076923077,822.4,1161.2,1781.4285714285713,-0.21053465,0.21077365,-0.3683148,168.32776,3654,0,42.27483,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.96638758045344,28.343958254888587]}"
2_542_0,620.8181818181819,850.1666666666666,623.3,3081.0,0.33564538,0.6634722,-0.5674736,321.75076,1087,0,34.22445,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.35607675070449,27.85590356102645]}"
2_543_0,189.0,366.0,229.8,2155.0,0.25336242,0.8072794,-0.709639,344.17462,2169,0,28.298737,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.05289534231416,28.11677431953476]}"
2_544_0,513.0,843.0,841.0,3103.0,0.05097375,0.5735294,-0.57273185,355.6723,1634,0,25.967089,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.86559660557523,28.243975763766084]}"
2_545_0,538.1176470588235,865.6428571428571,1047.2727272727273,2908.375,-0.055894826,0.47049242,-0.5412619,286.41687,1217,0,27.27066,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.96315364543062,27.8825835249648]}"
2_546_0,797.0,1090.4,1162.25,2426.5,-0.013216754,0.35228142,-0.37990844,311.5248,230,0,2.7958753,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.53142331988278,27.687199950668806]}"
2_547_0,228.0,303.0,342.0,1457.0,0.02173913,0.61978877,-0.6556818,106.68439,3604,0,42.05492,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.71791357286598,28.307037496711274]}"
2_548_0,282.25,414.265625,284.34328358208955,2909.0714285714284,0.3011163,0.82191896,-0.75069296,88.73146,1709,0,36.174606,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.24531447617255,27.655938578781445]}"
2_549_0,350.84615384615387,559.5,538.6666666666666,2200.0,0.06391553,0.6066212,-0.5944918,188.76466,714,0,19.81606,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.7044388436042,27.814401394900127]}"
2_550_0,452.6923076923077,565.2352941176471,317.35714285714283,2610.0,0.27089757,0.7831784,-0.64397264,342.4213,1427,0,40.332455,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.68692169556387,27.89444128671518]}"
2_551_0,367.0,553.0,501.0,2604.0,0.20723227,0.6772947,-0.6496674,302.92035,1018,0,18.141062,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.7022828869223,28.010323958366595]}"
2_552_0,690.0,989.0,1405.0,2489.0,-0.108843535,0.278377,-0.43128234,81.90161,2205,0,51.651337,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.88122729151891,28.402708074470002]}"
2_553_0,177.02777777777777,446.4736842105263,318.9,2393.8571428571427,0.25534704,0.76488864,-0.6856185,320.90564,640,0,27.539349,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.8901206128317,27.607968542609463]}"
2_554_0,225.0,291.0,267.0,1965.0,0.25800255,0.7607527,-0.74202126,54.32921,3653,0,31.4135,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.30783721994727,28.244514752936556]}"
2_555_0,248.33333333333334,427.0,345.0,2068.25,0.22499445,0.71407855,-0.6577497,112.41605,742,0,16.549644,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.79930093760721,27.880427568282915]}"
2_556_0,526.2,906.0,838.8,3644.666666666667,0.12817602,0.6258252,-0.6018166,16.559174,1550,0,17.790173,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.85885924094434,27.742446340642154]}"
2_557_0,8381.0,8340.0,8420.0,7715.0,0.77448106,-0.043693833,0.038928684,39.95576,4610,0,21.86269,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.7090202515532,28.416452298317033]}"
2_558_0,282.0,516.0,425.5,3200.0,0.22254059,0.76527375,-0.72228205,340.57675,2068,0,26.462963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.87745436732561,28.341532803621465]}"
2_559_0,325.0,497.0,569.0,2078.0,0.021381175,0.5700793,-0.6139806,117.43701,909,0,19.35727,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.9569552699702,28.04374128693584]}"
2_560_0,286.0,454.0,479.0,2025.0,0.0711452,0.61741215,-0.63372326,193.64668,812,0,25.005531,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.70012693024042,28.04185482483919]}"
2_561_0,332.0,616.0,416.0,4014.0,0.3300199,0.81218964,-0.7339093,51.305435,2048,0,27.378235,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.61927855466966,28.22538063738481]}"
2_562_0,430.3333333333333,587.2857142857143,468.8,2285.5,0.27131137,0.65958685,-0.59113854,-0.0,673,0,31.59714,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.55729480006542,27.760502477852956]}"
2_563_0,207.2608695652174,307.6666666666667,337.6111111111111,1767.5,0.13101904,0.6792463,-0.7034776,238.58653,3501,0,29.207144,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.37009046913676,28.0960232364716]}"
2_564_0,441.0,409.0,337.0,1228.5,0.10700608,0.56946665,-0.500458,347.86896,2958,0,43.840862,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.09520599219618,28.075272153408438]}"
