B2,B3,B4,B8,NDMI,NDVI,NDWI,TWI,aspect,elevation,label,plan_curv,prof_curv,slope,NDVI_contrast,NDVI_homogeneity,slope_aspect_ratio,elev_ndvi_ratio
651.375,910.0,1001.2,1996.6666666666667,0.2488834338555787,0.5080063095594676,0.407443172133603,2.8598993460780404,0.7981685469628322,0.05848471421378161,1,-6.0,-31.662474393844604,0.17753986536241126,6521.157258064515,0.019872323171572656,0.2221557217649962,0.11489978241016048
692.0,966.0,1185.5,2475.5,0.21638988877581036,0.525781357752871,0.35213818188401363,11.01444543368412,0.8421352768382259,0.19642593410184228,1,-18.0,4.249901294708252,0.23678463705534866,6521.157258064515,0.019872323171572656,0.280838251654344,0.3728794332049837
847.0166666666667,987.25,1074.571428571429,1639.5,0.1835131211193084,0.3995317510935955,0.51465032933468,6.202940750148219,0.0,0.16363904886078287,1,-3.0,8.458120465278625,0.0,6521.157258064515,0.019872323171572656,0.0,0.4085544988980012
336.0,531.8333333333334,526.3333333333334,2022.5,0.21472852744606347,0.7311898917485181,0.2283438067557075,2.205304783134774,0.09382071617478156,0.1308521636197235,1,-4.0,-18.96568489074707,0.25748488668581176,6521.157258064515,0.019872323171572656,2.715491899588628,0.1787134254301706
519.3333333333334,786.2727272727273,690.0,2596.375,0.3427512238673477,0.7251352919195505,0.2697343341864871,2.49114413574802,0.7680474117481352,0.05346329935704278,1,14.0,0.5288171768188477,0.1256675781845031,6521.157258064515,0.019872323171572656,0.1634068020576858,0.07362718759435542
1221.0,1745.1666666666663,2260.5,3699.3333333333335,0.13470940997905467,0.4286604958625305,0.4201912064241697,1.5150937707034609,0.25668705311858603,0.2045488110759786,1,8.0,20.71051025390625,0.33801924840278874,6521.157258064515,0.019872323171572656,1.3117432339421193,0.47607078855446794
987.6,1168.375,1517.6,1949.0,0.12033398749331198,0.3262555245522744,0.5128567422322069,3.2843946281102268,0.28557600732225846,0.16954659575106384,1,-10.0,0.2036237716674804,0.04977345487692151,6521.157258064515,0.019872323171572656,0.1736832589092171,0.518086275191303
683.0,905.1666666666666,774.1666666666666,466.25,0.37641554976120434,0.0,0.9999991460491624,14.68447959067256,0.08216415729289987,0.005316792201252874,1,17.0,54.56528544425965,0.017827189639845652,6521.157258064515,0.019872323171572656,0.21436145354132802,5.316792201252873
495.0,754.0,955.0,2384.0,0.24667988964986917,0.5919721943070132,0.2831199196329787,1.6923418974588376,0.32349250716707517,0.20602569779854885,1,-15.0,5.1371002197265625,0.2858879212541259,6521.157258064515,0.019872323171572656,0.8810308865065025,0.34744579893720684
698.5,938.5,817.0,2971.6666666666665,0.42792059599135085,0.7151810282155245,0.28266720613587587,10.542075595612866,0.0,0.031753064535260216,1,37.0,-20.99784469604492,0.5963905835365358,6521.157258064515,0.019872323171572656,596.3905835365358,0.044336645742177605
511.7375,768.1736111111111,549.125,2761.2,0.5013251899227844,0.802304756694715,0.24447203464717657,1.4134049830450297,0.9606681305903758,0.059813912264094826,1,-22.0,-0.5231170654296875,0.3709247368430037,6521.157258064515,0.019872323171572656,0.3857097111196666,0.07445980092313369
688.6,944.0,1081.6666666666663,2537.6666666666665,0.23699509408795005,0.5694838419854286,0.33581567163745757,11.513633040042423,0.9764019306238784,0.03603603603071392,1,-48.0,-2.5720760822296143,0.2557431934773878,6521.157258064515,0.019872323171572656,0.2616561165519145,0.06316749639271003
880.125,1039.0,1099.9166666666667,2056.8,0.22215205120553927,0.4826782440263313,0.4459437079023586,11.352649032439547,0.14828339274843697,0.017131885981814813,1,36.0,28.808979034423828,0.2317263902005283,6521.157258064515,0.019872323171572656,1.5522583318495387,0.035420005330821035
225.1818181818182,404.4166666666667,292.7894736842105,1837.7142857142856,0.49481772749148495,0.8521256594544097,0.1808014601876164,1.3914103158904283,0.6967393945048131,0.1778171613974572,1,-107.0,-45.51018142700195,0.6511730307613056,6521.157258064515,0.019872323171572656,0.9332610941703302,0.20843021122020255
580.5,861.0,1011.0,3007.0,0.1945003898729885,0.6521947482288889,0.2529160713206076,1.6620963449503663,0.9721514133208994,0.2094225372604604,1,-5.0,29.24803924560547,0.29431325782380446,6521.157258064515,0.019872323171572656,0.3024331607549686,0.32061270827467786
591.25,894.6388888888889,1076.6666666666667,2513.5,0.22754513551735114,0.5676712771517811,0.32107000723125567,1.0976694763346335,0.6105134206167787,0.05405405404607088,1,-4.0,-19.504735946655277,0.4860534167236871,6521.157258064515,0.019872323171572656,0.7948368757523729,0.09505325170774115
703.0,825.0,941.0,1191.5,0.17045147234508337,0.3201477162119935,0.5714893910271629,0.915343852589716,0.4127396458791029,0.7049180326827768,1,50.0,0.7033290863037109,0.5597490728100898,6521.157258064515,0.019872323171572656,1.3529017061460233,2.194996249692935
622.5,862.0,971.75,1746.5,0.11670922530021208,0.46682582822378865,0.43713456454826516,3.514412111126891,0.9534124861007259,0.23585880959446776,1,3.0,-6.498537063598633,0.08690500536491362,6521.157258064515,0.019872323171572656,0.09105602308281402,0.5041594443170474
736.0,1035.0,1401.5,2772.0,0.17256821585026313,0.5047874572534,0.3370677514347228,2.597742607396607,0.08238019583256574,0.2871067788676552,1,22.0,4.8856706619262695,0.17287450716187222,6521.157258064515,0.019872323171572656,2.073328149876481,0.567643136954688
303.61538461538464,528.5,402.0,2546.0,0.49261338076328937,0.8539880536474509,0.16632921376063212,2.268092565632676,0.7902252487137278,0.07930881700202203,1,-46.0,36.86450004577637,0.3196712459601192,6521.157258064515,0.019872323171572656,0.4040205320543039,0.09276014637126677
492.0,708.0,763.0,2230.25,0.27118292801151295,0.6464358942271172,0.28428014847814,2.552799337690872,0.5592498026318617,0.17560183131360185,1,-8.0,17.258197784423828,0.24270324231595425,6521.157258064515,0.019872323171572656,0.43320540440321,0.2712265922840565
